SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,rowguid,ModifiedDate
62837,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62837,,10-4030-024312,24312,,1,26473,26473,1,1309.0,122435Vi6665,,36.59,2.9272,0.9148,40.432,63247936-E04B-4C3F-8DE9-768629714F57,2025-01-01
62838,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62838,,10-4030-023491,23491,,1,13111,13111,1,13297.0,423256Vi68956,,43.97,3.5176,1.0993,48.5869,401F7D72-EFFB-4592-9CEB-0341D265D8B6,2025-01-01
62839,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62839,,10-4030-018658,18658,,1,13553,13553,1,10379.0,125025Vi53541,,58.98,4.7184,1.4745,65.1729,E0D82D7C-F31B-4398-BD44-BEE17C455ED3,2025-01-01
62840,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62840,,10-4030-017837,17837,,8,12438,12438,1,19200.0,226944Vi99789,,73.96,5.9168,1.849,81.7258,A558032F-8113-4FC2-9522-05778290B369,2025-01-01
62841,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62841,,10-4030-017758,17758,,8,22892,22892,1,17752.0,326990Vi92091,,32.27,2.5816,0.8068,35.6584,CD6DA01D-F015-4DD3-8C86-C5F88B487DEE,2025-01-01
62842,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62842,,10-4030-019062,19062,,7,11500,11500,1,9035.0,627074Vi46654,,79.95,6.396,1.9988,88.3448,3DB6B00C-40E0-40F9-A076-3247B223F85A,2025-01-01
62843,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62843,,10-4030-021836,21836,,8,19763,19763,1,9721.0,927086Vi50099,,4.99,0.3992,0.1248,5.514,1D967DA0-A246-4903-AC64-822DC6B6A873,2025-01-01
62844,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62844,,10-4030-025781,25781,,10,21597,21597,1,11288.0,1127528Vi58219,10715.0,39.98,3.1984,0.9995,44.1779,D90B1253-99D4-47C2-850D-AAA3E9E25770,2025-01-01
62845,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62845,,10-4030-024563,24563,,8,12216,12216,1,9022.0,528386Vi46587,,6.28,0.5024,0.157,6.9394,EA219D3E-1B8C-4DC5-A874-EEBB364F122D,2025-01-01
62846,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62846,,10-4030-017710,17710,,10,11697,11697,1,13572.0,329003Vi70329,10715.0,48.97,3.9176,1.2243,54.1119,36429CE8-08D3-4C81-AD6E-A953E54A42BF,2025-01-01
62847,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62847,,10-4030-016666,16666,,6,12593,12593,1,8256.0,1129580Vi42778,10712.0,81.46,6.5168,2.0365,90.0133,CF6D3F86-E808-4E70-B75C-04E8135791A5,2025-01-01
62848,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62848,,10-4030-013228,13228,,4,17109,17109,1,4694.0,629795Vi24605,,56.97,4.5576,1.4243,62.9519,548964A6-136E-4ED4-94F8-3FCB995B3A03,2025-01-01
62849,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62849,,10-4030-013297,13297,,4,20044,20044,1,1081.0,229914Vi5381,,21.98,1.7584,0.5495,24.2879,6FC58814-E491-4B44-8B5D-2C51552EE898,2025-01-01
62850,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62850,,10-4030-012067,12067,,4,14539,14539,1,7825.0,1129916Vi40523,,74.98,5.9984,1.8745,82.8529,9A3A3859-BE24-40F5-B203-D4ACFF374FA0,2025-01-01
62851,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62851,,10-4030-014634,14634,,1,19407,19407,1,2392.0,136062Vi12456,,839.48,67.1584,20.987,927.6254,A40ACAB8-960C-4AC9-BD6B-738EA53D350C,2025-01-01
62852,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62852,,10-4030-014610,14610,,1,28132,28132,1,3234.0,336093Vi17018,,769.49,61.5592,19.2373,850.2865,3FB109F4-A959-48D2-B759-2F50D3E7DB87,2025-01-01
62853,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62853,,10-4030-022118,22118,,6,18824,18824,1,13210.0,536147Vi68520,10712.0,579.97,46.3976,14.4993,640.8669,FBDD60E3-0499-4F4A-B8FF-B90B554089ED,2025-01-01
62854,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62854,,10-4030-015023,15023,,1,23144,23144,1,4655.0,136855Vi24425,,2380.47,190.4376,59.5118,2630.4194,F8ABB934-A370-45E4-9A78-F75ABC4B3FE6,2025-01-01
62855,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62855,,10-4030-014457,14457,,4,26513,26513,1,8653.0,236877Vi44679,,2359.46,188.7568,58.9865,2607.2033,FA346D7B-BB79-4092-B861-78BDD392E766,2025-01-01
62856,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62856,,10-4030-014438,14438,,1,12384,12384,1,9299.0,337528Vi47966,,2351.96,188.1568,58.799,2598.9158,888D560C-28A0-4A57-B03D-96D2CA640C0C,2025-01-01
62857,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62857,,10-4030-012027,12027,,1,12437,12437,1,11735.0,1237546Vi60684,,2334.97,186.7976,58.3743,2580.1419,56AC1587-0E49-471E-8678-5E734F06095F,2025-01-01
62858,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62858,,10-4030-012030,12030,,1,16491,16491,1,8154.0,337548Vi42259,,2391.96,191.3568,59.799,2643.1158,0E4CCA92-EC4B-4ECC-A598-ADC94EC81E33,2025-01-01
62859,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62859,,10-4030-020430,20430,,9,18144,18144,1,17102.0,738264Vi88815,10710.0,2478.34,198.2672,61.9585,2738.5657,5441DE00-F0C2-4A7F-8037-A8D29A30CAFA,2025-01-01
62860,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62860,,10-4030-020447,20447,,9,13754,13754,1,2944.0,338269Vi15361,10710.0,2457.33,196.5864,61.4333,2715.3497,5A1DDAE4-C40C-4969-884F-E9EAB3A7A094,2025-01-01
62861,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62861,,10-4030-020253,20253,,9,28058,28058,1,11229.0,1238303Vi57934,10710.0,2457.33,196.5864,61.4333,2715.3497,A5B70F26-476C-4B25-81B4-AD357D7F224E,2025-01-01
62862,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62862,,10-4030-024478,24478,,9,28930,28930,1,1286.0,838946Vi6518,10710.0,1155.48,92.4384,28.887,1276.8054,961FE146-22EC-4E37-8CF2-BCC15180858B,2025-01-01
62863,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62863,,10-4030-016161,16161,,9,13720,13720,1,2023.0,1239559Vi10562,10710.0,650.95,52.076,16.2738,719.2998,C80E2D74-C021-4640-8C03-42728907E483,2025-01-01
62864,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62864,,10-4030-013160,13160,,9,22452,22452,1,1908.0,639616Vi9906,10710.0,2374.98,189.9984,59.3745,2624.3529,A824A24D-C243-4959-B7B0-4A501ADD44EA,2025-01-01
62865,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62865,,10-4030-013638,13638,,9,27733,27733,1,3213.0,839922Vi16916,10710.0,2363.96,189.1168,59.099,2612.1758,EFB1F69C-60D5-4F5C-AD38-A1C7E1CAE33E,2025-01-01
62866,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62866,,10-4030-025863,25863,,1,19613,19613,1,5796.0,340384Vi30244,,1231.12,98.4896,30.778,1360.3876,8CCEC81D-4C36-465B-AAE9-74768E64B341,2025-01-01
62867,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62867,,10-4030-012710,12710,,6,13560,13560,1,3410.0,340466Vi17949,10712.0,2419.06,193.5248,60.4765,2673.0613,E4C6ECE6-8C9F-46CE-97F2-0F2BB6943809,2025-01-01
62868,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62868,,10-4030-019704,19704,,6,24816,24816,1,12639.0,841377Vi65387,10712.0,1143.46,91.4768,28.5865,1263.5233,F1BD0FE3-6057-48E2-B9CC-83E6B92EAF02,2025-01-01
62869,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62869,,10-4030-028376,28376,,8,14480,14480,1,3621.0,1042079Vi19071,,1134.47,90.7576,28.3618,1253.5894,1F9EF7E1-C092-4DD1-87F3-0AE9143B8B66,2025-01-01
62870,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62870,,10-4030-026949,26949,,10,29777,29777,1,,,10715.0,565.47,45.2376,14.1368,624.8444,1D9AA413-E7CD-442E-B2EC-D1B4BCFE2BE7,2025-01-01
62871,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62871,,10-4030-014186,14186,,7,25413,25413,1,9741.0,142866Vi50206,,2433.04,194.6432,60.826,2688.5092,735D703E-2EA2-4953-BBE5-7DD1A506A886,2025-01-01
62872,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62872,,10-4030-013584,13584,,10,23837,23837,1,10429.0,242897Vi53783,10715.0,2453.04,196.2432,61.326,2710.6092,724116B5-2948-4371-A1B1-FBDC4B7D457E,2025-01-01
62873,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62873,,10-4030-011765,11765,,9,24778,24778,1,19032.0,1143485Vi98887,10710.0,2473.05,197.844,61.8263,2732.7203,A1436AA1-73F9-40CB-81FC-F8D22412A93B,2025-01-01
62874,10,2024-12-25 00:00:00,2025-01-06 00:00:00,2025-01-01 00:00:00,5,1,SO62874,,10-4030-023098,23098,,9,20804,20804,1,11009.0,643503Vi56772,10710.0,563.77,45.1016,14.0943,622.9659,9E15E27F-CB34-4B26-858E-9FE9D047D6B7,2025-01-01
62875,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62875,,10-4030-011223,11223,,6,12222,12222,1,9387.0,916718Vi48369,10723.0,88.46,7.0768,2.2115,97.7483,1AA14FB6-3B27-4371-9BF4-7F839BD2B8B6,2025-01-02
62876,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62876,,10-4030-011300,11300,,6,22168,22168,1,7336.0,1116890Vi38061,10723.0,34.99,2.7992,0.8748,38.664,4B5A2EDF-B046-4B21-A058-E25DFC71013B,2025-01-02
62877,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62877,,10-4030-028591,28591,,4,18463,18463,1,1034.0,916910Vi5164,,34.99,2.7992,0.8748,38.664,08C2C316-F901-4BB9-A2FC-B0AC1985CA0E,2025-01-02
62878,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62878,,10-4030-015132,15132,,9,20569,20569,1,10238.0,717196Vi52852,10721.0,92.96,7.4368,2.324,102.7208,1F3D35F3-CB07-4D0E-953E-7C0AEC1BF9AF,2025-01-02
62879,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62879,,10-4030-015123,15123,,9,16882,16882,1,18473.0,1217234Vi95949,10721.0,31.27,2.5016,0.7818,34.5534,A00E958E-FAC4-41AB-8392-A2007EEDB59D,2025-01-02
62880,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62880,,10-4030-017236,17236,,9,11867,11867,1,1770.0,1217316Vi9126,10721.0,32.28,2.5824,0.807,35.6694,23874161-A734-434D-974D-418919472E28,2025-01-02
62881,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62881,,10-4030-021890,21890,,9,29798,29798,1,,,10721.0,39.99,3.1992,0.9998,44.189,192EDB2A-A7BE-4862-8D2A-0478CAC9D936,2025-01-02
62882,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62882,,10-4030-022922,22922,,9,24349,24349,1,1679.0,717986Vi8585,10721.0,68.97,5.5176,1.7243,76.2119,537D976A-5086-4A63-AC18-575AB719A9CE,2025-01-02
62883,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62883,,10-4030-013159,13159,,9,23894,23894,1,1222.0,1218210Vi6198,10721.0,123.98,9.9184,3.0995,136.9979,9AD1AFEA-9AC4-4956-8DCE-8B08BD11717C,2025-01-02
62884,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62884,,10-4030-025825,25825,,9,16485,16485,1,18424.0,218227Vi95725,10721.0,4.99,0.3992,0.1248,5.514,744E8DFA-5F16-4A99-A35B-B1B37FEB7CF8,2025-01-02
62885,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62885,,10-4030-024053,24053,,8,26538,26538,1,9962.0,919734Vi51239,,2443.35,195.468,61.0838,2699.9018,2F4430BE-CC6C-4445-843F-F447C0AA0637,2025-01-02
62886,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62886,,10-4030-012219,12219,,7,13202,13202,1,11607.0,820369Vi59969,,2388.96,191.1168,59.724,2639.8008,22212D62-E28A-42B1-93E1-9FC020BC96E8,2025-01-02
62887,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62887,,10-4030-015084,15084,,8,16166,16166,1,14970.0,520376Vi77523,,2398.47,191.8776,59.9618,2650.3094,BF4944C5-24B3-415C-BC35-1B94AF6BDDEB,2025-01-02
62888,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62888,,10-4030-011620,11620,,1,20768,20768,1,10787.0,120611Vi55660,,2.29,0.1832,0.0573,2.5305,8777F8B7-A0FA-4B25-A142-4B5511841393,2025-01-02
62889,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62889,,10-4030-011507,11507,,6,11681,11681,1,13908.0,1220929Vi72115,10723.0,49.99,3.9992,1.2498,55.239,DB12E9FB-56FD-450B-8374-C25DA3027A1F,2025-01-02
62890,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62890,,10-4030-011848,11848,,1,27891,27891,1,13902.0,1020946Vi72081,,49.99,3.9992,1.2498,55.239,183AD538-3AA3-4476-85BD-6A3250583F1A,2025-01-02
62891,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62891,,10-4030-028994,28994,,4,15155,15155,1,9431.0,1220965Vi48627,,24.99,1.9992,0.6248,27.614,48BAA602-BC55-40C0-BF39-0A2889467CD1,2025-01-02
62892,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62892,,10-4030-027204,27204,,4,13989,13989,1,10854.0,521267Vi56006,,4.99,0.3992,0.1248,5.514,D03AEA52-CF0A-490E-81C1-C057692A34F9,2025-01-02
62893,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62893,,10-4030-026454,26454,,1,23864,23864,1,18236.0,1021632Vi94583,,27.28,2.1824,0.682,30.1444,D5AF342D-EDA1-44CC-8B84-EC85B8221557,2025-01-02
62894,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62894,,10-4030-026803,26803,,4,23069,23069,1,942.0,921795Vi4730,,88.97,7.1176,2.2243,98.3119,58CBA9A5-0B38-4160-B384-39648F54630F,2025-01-02
62895,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62895,,10-4030-025956,25956,,1,23641,23641,1,11107.0,221868Vi57297,,24.99,1.9992,0.6248,27.614,8F3B1839-1BC9-4F61-AFCE-EC3898F7709B,2025-01-02
62896,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62896,,10-4030-011300,11300,,6,22168,22168,1,7336.0,1121869Vi38061,10723.0,108.46,8.6768,2.7115,119.8483,E17C7F0B-A060-4DF5-8068-2AFF94C051A6,2025-01-02
62897,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62897,,10-4030-024227,24227,,4,18743,18743,1,17469.0,1223253Vi90753,,34.98,2.7984,0.8745,38.6529,F05A15FC-0F18-48F4-9F8E-B5FA7D7B4CE7,2025-01-02
62898,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62898,,10-4030-022360,22360,,1,24839,24839,1,11104.0,223365Vi57280,,58.95,4.716,1.4738,65.1398,305EEA65-3CC9-4A7D-B720-B11889985B09,2025-01-02
62899,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62899,,10-4030-022237,22237,,4,24365,24365,1,13679.0,823387Vi70872,,29.99,2.3992,0.7498,33.139,DB5B11DF-30C7-4C74-8E13-E117086E980F,2025-01-02
62900,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62900,,10-4030-019694,19694,,1,19107,19107,1,2452.0,224104Vi12760,,69.99,5.5992,1.7498,77.339,3EEC3DA8-0117-4147-87B8-636DB9AABC93,2025-01-02
62901,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62901,,10-4030-012182,12182,,6,17195,17195,1,17236.0,1224858Vi89455,10723.0,4.99,0.3992,0.1248,5.514,1F93A010-D1D0-4DAB-BB25-C6A37E5F4F4F,2025-01-02
62902,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62902,,10-4030-016644,16644,,4,14267,14267,1,10105.0,1025096Vi52079,,4.99,0.3992,0.1248,5.514,14783E64-C84B-421F-83D7-981F3D7F4604,2025-01-02
62903,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62903,,10-4030-015773,15773,,4,15989,15989,1,14101.0,725346Vi73132,,64.47,5.1576,1.6118,71.2394,9C214345-C85A-4612-8868-4C1A72117629,2025-01-02
62904,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62904,,10-4030-014000,14000,,1,26321,26321,1,1750.0,1126013Vi8992,,84.92,6.7936,2.123,93.8366,1C0B64D3-2898-4568-927D-57EFA1DE58B7,2025-01-02
62905,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62905,,10-4030-014035,14035,,4,15084,15084,1,4784.0,1126069Vi25108,,65.96,5.2768,1.649,72.8858,CD6BC35E-FDE7-4B06-B908-D279B9088578,2025-01-02
62906,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62906,,10-4030-017853,17853,,8,15486,15486,1,2039.0,126952Vi10637,,29.98,2.3984,0.7495,33.1279,411EC0DC-A78C-4A04-B1CA-FE7A8266ED88,2025-01-02
62907,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62907,,10-4030-020582,20582,,7,22940,22940,1,2964.0,1027190Vi15495,,142.45,11.396,3.5613,157.4073,A9210F0F-B11F-4EF9-9F48-DE407BDBFC7D,2025-01-02
62908,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62908,,10-4030-013664,13664,,10,27503,27503,1,3780.0,1127212Vi19890,10726.0,14.98,1.1984,0.3745,16.5529,E14CC09E-23E0-4BE2-9375-913527025D9C,2025-01-02
62909,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62909,,10-4030-021821,21821,,8,21702,21702,1,15978.0,427581Vi82622,,48.97,3.9176,1.2243,54.1119,C349870A-CD6D-4EDF-A287-D8AAB5E22D46,2025-01-02
62910,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62910,,10-4030-018007,18007,,10,19190,19190,1,15997.0,228020Vi82721,10726.0,38.98,3.1184,0.9745,43.0729,DA239F8E-14CB-4CA1-86B9-2E889BF2967D,2025-01-02
62911,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62911,,10-4030-016321,16321,,10,12289,12289,1,2718.0,428726Vi14116,10726.0,89.97,7.1976,2.2493,99.4169,5B69EB37-2D7D-4F93-B257-14EF4DD4CBC9,2025-01-02
62912,10,2024-12-26 00:00:00,2025-01-07 00:00:00,2025-01-02 00:00:00,5,1,SO62912,,10-4030-012554,12554,,10,12823,12823,1,8463.0,728840Vi43791,10726.0,28.99,2.3192,0.7248,32.034,62DF586E-479E-4E76-9798-8419227B0A56,2025-01-02
